col_name,feat_imp,norm_feat_imp
developer,0.0014253155176351833,1.0
activity,0.0013235037526953604,0.9285689633767938
text,0.0008780702291550665,0.616053230523947
sprint,0.0008737359998180029,0.613012339378487
issue,0.0007864595480198601,0.5517792645131072
