col_name,feat_imp,norm_feat_imp
sprint,0.024200154795900698,1.0
activity,0.007328779682495649,0.3028401985154691
developer,0.004444401283839123,0.18365177088007584
text,0.003372772649387372,0.13936987915295035
issue,0.003051900157043941,0.12611077006668187
