col_name,feat_imp,norm_feat_imp
sprint,0.003654123491307337,1.0
developer,0.003574819636007328,0.9782974342578563
activity,0.0031558302466668203,0.8636353571996436
text,0.002938160051912737,0.804066983204651
issue,0.0011389524272104811,0.3116896377256801
