col_name,feat_imp,norm_feat_imp
text,0.006512131163140415,1.0
sprint,0.004817792381515739,0.7398180811813383
activity,0.0026299436362977324,0.403852989200154
issue,0.0014512086268099616,0.22284695907601001
developer,0.0011845607202298017,0.18190062370588958
