col_name,feat_imp,norm_feat_imp,direction
text,0.002032660415987522,1.0,+
sprint,0.0007615153985752319,0.3746397541791391,-
issue,0.0003843007864639182,0.18906295583918986,-
activity,0.00030514155496349593,0.15011929811957783,+
developer,7.851479222439377e-05,0.03862661544783865,-
