col_name,feat_imp,norm_feat_imp,direction
sprint,0.0004484952597789029,1.0,+
developer,0.0001714540267983692,0.382287266275438,-
issue,9.144879464684457e-05,0.20390136272995743,+
text,8.005959091477707e-05,0.17850710608233514,-
activity,7.152951180008015e-05,0.15948777660513613,-
