col_name,feat_imp,norm_feat_imp,direction
developer,0.002324679342206434,1.0,+
activity,0.001182950815755583,0.5088662312595781,+
sprint,0.0005599741473987775,0.24088231750159858,-
text,0.0005305870087343374,0.22824094450408755,+
issue,0.00031549682903989784,0.13571627850422108,+
