col_name,feat_imp,norm_feat_imp,direction
sprint,0.004515273595451415,1.0,+
activity,0.0004034417347306559,0.0893504515733164,+
developer,0.00012209470494762675,0.027040378033929596,+
issue,3.83056182643559e-05,0.008483565271203967,+
text,2.1354753504085425e-06,0.00047294484049865157,+
