col_name,norm_feat_imp
s_no_teammember,1.0
s_no_issue,0.6013571695357306
d_most_prefer_type_Bug,0.13919078620813308
i_priority_Trivial,0.11097754649012863
i_priority_Critical,0.11083944490798824
