col_name,norm_feat_imp
s_no_teammember,0.21413035206467565
d_most_prefer_type_Bug,0.04426260270552935
s_no_issue,0.03669803553179948
d_no_distinct_action,0.023999552130116654
d_developer_activeness,0.011464843224451009
