col_name,norm_feat_imp
d_most_prefer_type_Task,0.5085292503003345
i_type_Task,0.48357066834453966
s_plan_duration,0.4445187949770101
d_developer_activeness,0.21869244575780517
d_most_prefer_type_New Feature,0.15203591257240695
