col_name,norm_feat_imp
i_type_Work Item,1.0
s_plan_duration,0.43302240928866936
i_priority_Minor,0.2900699524808794
d_most_prefer_type_Bug,0.22832046104069761
d_most_prefer_type_Na,0.12052692710477828
