col_name,norm_feat_imp
i_fog_index,0.5739604882988848
d_most_prefer_type_Work Item,0.5312248915573545
d_most_prefer_type_Na,0.30530433042847677
i_no_change_fix,0.27488002417770274
d_most_prefer_type_Epic,0.2734899461061701
